Sweep Start (s), 11.12736, 11.2912, 11.45504, 11.61888, 11.78272, 11.94656, 12.1104, 12.27424, 12.43808, 12.60192, 12.76576, 12.9296, 13.09344, 13.25728, 13.42112, 13.58496, 13.7488, 13.91264, 14.07648, 14.24032, 14.40416, 14.568, 14.73184, 14.89568, 15.05952, 15.22336, 15.3872, 15.55104, 15.71488, 15.87872, 16.04256, 16.2064, 16.37024, 16.53408, 16.69792, 16.86176, 17.0256, 17.18944, 17.35328, 17.51712, 17.68096, 17.8448, 18.00864, 18.17248, 18.33632, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, Sweep #38, Sweep #39, Sweep #40, Sweep #41, Sweep #42, Sweep #43, Sweep #44, Sweep #45, 
0.0619, -236.5159, -231.9382, -242.4057, -236.3633, -232.7317, -225.6211, -235.9055, -244.0842, -229.9851, -231.3584, -240.9104, -448.0332, -229.0085, -243.1077, -241.185, -232.6401, -225.9873, -230.4123, -244.1452, -224.7666, -230.626, -233.7082, -229.5884, -245.1828, -223.3323, -243.3213, -225.1633, -218.8767, -244.0537, -224.675, -225.0718, -236.5159, -234.1965, -237.645, -227.9709, -237.706, -221.5622, -242.1006, -232.1213, -236.8821, -229.4358, -239.5981, -241.6428, -246.8308, -222.6304, 
0.06192, -225.9263, -246.0679, -225.7737, -237.4009, -228.5202, -222.1726, -240.6662, -229.6799, -230.3818, -235.7224, -243.2602, -460.9421, -226.323, -232.3349, -238.8657, -233.5862, -234.227, -226.6587, -241.7038, -239.7202, -229.1916, -223.1186, -236.1496, -239.0183, -226.2925, -233.6167, -237.7671, -235.1731, -225.9873, -224.7056, -252.4155, -235.5698, -245.2744, -238.1943, -219.487, -233.4031, -234.6848, -244.2368, -234.7458, -227.8183, -232.6096, -255.9861, -232.8843, -220.7383, -236.7905, 
0.06194, -240.8493, -238.4079, -227.3911, -241.8564, -231.0227, -229.8325, -229.1001, -223.5459, -227.4827, -236.2717, -226.0788, -461.5525, -226.2009, -229.5273, -223.729, -238.1638, -232.0298, -229.4053, -227.4521, -240.5747, -233.2505, -231.9993, -234.2576, -244.3284, -237.6145, -230.1072, -235.2952, -245.3354, -224.1868, -238.4385, -231.7246, -239.9949, -230.1072, -233.8913, -221.959, -241.3681, -240.3611, -241.2156, -239.1709, -243.1077, -230.748, -241.0325, -242.9856, -220.8298, -232.7622, 
0.06196, -225.7737, -239.8118, -230.0766, -233.2505, -235.3257, -228.7644, -226.2619, -215.4587, -236.6379, -238.7742, -223.9731, -457.4021, -239.2014, -242.772, -246.251, -234.1965, -228.032, -237.0041, -248.7229, -230.3208, -228.1235, -232.7317, -228.6423, -239.9033, -227.3606, -230.626, -223.6374, -234.0744, -236.0886, -243.779, -235.0205, -235.6003, -232.3044, -231.4805, -235.8445, -242.7414, -236.2717, -227.7573, -238.8962, -233.6472, -235.2341, -232.1213, -242.1006, -241.3071, -222.2641, 
0.06198, -238.6521, -239.2014, -234.5627, -236.1802, -220.0974, -233.8913, -234.9289, -224.553, -243.3518, -237.1262, -229.0696, -446.782, -232.3044, -236.6074, -241.5207, -228.8865, -237.1872, -236.5769, -239.6286, -219.7007, -230.1682, -231.7551, -227.3301, -230.3208, -236.3633, -233.1284, -237.4619, -243.0161, -241.1545, -230.6565, -232.2739, -230.6565, -234.5627, -238.8352, -235.2036, -234.7153, -222.6914, -225.7431, -236.2412, -234.9595, -224.7361, -226.0788, -218.5715, -243.5654, -231.6941, 
0.062, -238.2554, -232.6401, -240.5137, -237.5535, -227.9709, -247.2886, -222.7829, -225.0107, -240.5747, -241.5513, -238.4079, -449.498, -222.5693, -221.5317, -234.6543, -237.0347, -241.3071, -237.9807, -230.9922, -237.6145, -225.4685, -233.9219, -239.4761, -223.3323, -239.9033, -238.7436, -240.1169, -229.6799, -237.0957, -223.3933, -223.2407, -224.3088, -230.4429, -241.5513, -231.633, -233.4336, -216.8931, -238.0417, -239.6897, -233.9219, -229.6189, -227.6658, -237.7366, -232.2434, -233.8913, 
0.06202, -236.5769, -240.6357, -231.2973, -243.718, -243.2602, -228.7949, -231.9077, -225.438, -237.4924, -231.511, -245.366, -456.3034, -234.1355, -220.2805, -236.76, -244.542, -224.4309, -217.8696, -218.3884, -243.6264, -223.4848, -227.5742, -227.4521, -221.074, -215.5808, -248.9365, -242.5583, -234.2576, -239.5066, -231.1448, -237.8281, -237.0041, -233.5251, -238.0417, -230.8701, -230.1682, -230.3818, -231.9382, -239.4455, -225.8957, -228.3371, -227.208, -240.7883, -234.166, -229.9241, 
0.06204, -229.6799, -231.4194, -235.0815, -228.7034, -229.863, -220.7383, -242.894, -218.9377, -231.7551, -224.4919, -239.5371, -463.9023, -236.0581, -234.1355, -215.3367, -241.8869, -223.1492, -228.3982, -238.4385, -229.3442, -235.3867, -222.5083, -219.5786, -233.6472, -233.9524, -232.2739, -239.5371, -246.6172, -226.0178, -240.7578, -236.2717, -239.4761, -226.1704, -247.5022, -244.6946, -239.7812, -234.4101, -242.1006, -233.8303, -233.0674, -235.1731, -231.572, -240.7273, -237.7976, -231.2058, 
0.06206, -228.6423, -235.3867, -233.0979, -232.5791, -241.8259, -238.8962, -221.135, -233.3725, -241.1545, -226.6282, -229.9851, -459.6604, -239.0183, -231.6025, -225.3769, -239.1404, -229.7715, -229.7715, -240.0864, -226.384, -232.7317, -227.3606, -228.8865, -230.1072, -255.2842, -230.687, -238.3469, -236.6074, -236.9126, -236.1802, -231.2668, -243.9316, -237.2178, -244.542, -237.6145, -231.4499, -245.5185, -236.821, -233.2505, -234.3796, -245.3354, -235.6614, -234.1965, -241.7954, -239.5066, 
0.06208, -239.1404, -221.9285, -235.6308, -239.1098, -231.9687, -233.3725, -236.9736, -227.9709, -237.8586, -238.7436, -225.7431, -454.8081, -236.7905, -237.5229, -224.5835, -242.6194, -229.9546, -234.3491, -232.2434, -238.9573, -236.0581, -240.1169, -232.8232, -233.6167, -246.8613, -231.6941, -228.0625, -238.3774, -241.8869, -236.3633, -244.7251, -237.7671, -233.6472, -232.9453, -224.7666, -243.9927, -228.6118, -229.5273, -242.7414, -226.6282, -235.5088, -245.366, -229.6189, -239.8728, -233.6472, 
0.0621, -236.8515, -234.6238, -231.7551, -233.22, -223.4543, -224.1868, -226.9944, -238.9267, -236.9126, -226.9944, -225.7126, -444.4931, -245.366, -233.5556, -236.0886, -233.6167, -234.1355, -223.7595, -226.6587, -230.1682, -237.6755, -218.8767, -233.8608, -235.4783, -239.0488, -240.6968, -235.1426, -223.3323, -241.7649, -241.2156, -238.0723, -221.7759, -230.9922, -238.9878, -230.2903, -225.0718, -221.2571, -234.2881, -231.3584, -238.8047, -224.7056, -230.8396, -227.5437, -223.4543, -233.8608, 
0.06212, -243.6875, -247.136, -216.7099, -236.7295, -243.2602, -234.9289, -224.1257, -225.499, -238.0112, -228.0014, -221.9895, -455.51, -239.6592, -239.4455, -245.427, -232.2129, -231.1448, -239.9033, -241.3681, -235.051, -226.8723, -236.6379, -236.5464, -233.5862, -232.7927, -233.0979, -247.4717, -229.9851, -240.1474, -230.8701, -232.3655, -219.7312, -231.6636, -243.8401, -237.0041, -232.3349, -228.1846, -229.6494, -235.875, -232.9453, -222.8745, -217.3813, -222.8745, -245.3354, -232.1824, 
0.06214, -226.384, -239.6897, -221.8369, -228.7644, -239.5371, -241.0935, -241.6123, -219.6396, -236.6379, -228.1235, -239.3235, -454.1672, -236.1496, -252.1714, -232.5791, -233.7082, -232.1824, -241.2766, -233.22, -229.741, -235.5698, -235.112, -222.9966, -234.5322, -246.8003, -230.2903, -237.1872, -234.0439, -219.3955, -227.1775, -230.5039, -222.081, -228.2456, -246.6172, -238.6826, -235.1731, -228.6423, -215.3977, -246.6172, -238.9878, -229.9851, -237.4619, -237.706, -241.185, -235.875, 
0.06216, -217.3813, -245.9153, -234.8984, -222.6914, -232.4875, -232.4875, -231.633, -231.8772, -225.9263, -236.8515, -227.147, -461.8882, -233.9524, -235.7224, -234.7458, -232.4265, -231.7246, -235.1731, -234.9289, -241.5207, -226.323, -233.4641, -220.4331, -237.7671, -245.1523, -225.8652, -230.3513, -243.8706, -224.0036, -235.112, -236.9431, -222.6304, -239.5371, -238.3469, -230.2598, -223.2407, -229.3442, -210.3013, -232.4875, -242.7109, -231.0227, -238.9573, -231.6025, -231.1448, -235.8445, 
0.06218, -241.3681, -233.7388, -244.9997, -236.1191, -231.2363, -248.4482, -219.365, -215.5503, -239.2319, -233.4336, -227.5742, -458.7754, -217.9306, -240.178, -222.7219, -231.7856, -241.0325, -232.9758, -233.6167, -231.8772, -223.2712, -238.8352, -235.1426, -225.9873, -225.9873, -241.8564, -231.4194, -222.1421, -228.978, -240.6357, -219.8533, -228.5508, -233.5251, -228.2761, -235.9665, -226.1704, -233.5862, -205.4795, -244.4504, -234.5322, -224.675, -228.2761, -240.9714, -221.6843, -216.3437, 
0.0622, -207.8598, -234.7458, -230.3818, -237.3093, -238.1943, -235.2952, -235.9055, -226.0483, -222.5388, -230.8091, -232.0298, -461.3388, -218.7241, -237.706, -202.0615, -238.6216, -237.0347, -240.2695, -245.5491, -218.6936, -233.5862, -218.7546, -241.2461, -245.2134, -214.5737, -234.4407, -246.251, -231.0837, -235.3562, -231.633, -225.9873, -222.2947, -239.4761, -221.8369, -235.9055, -243.9316, -236.1191, -214.3296, -225.1023, -244.603, -233.6167, -240.4221, -236.5769, -228.3066, -229.863, 
0.06222, -221.9285, -234.4101, -230.687, -229.9546, -233.0063, -219.1819, -232.7012, -235.6614, -237.8281, -232.1213, -227.0554, -442.2959, -219.3345, -237.5229, -219.5481, -239.1404, -237.8891, -232.7927, -238.1943, -234.0134, -231.6941, -230.5039, -235.5393, -249.5774, -232.457, -236.4853, -250.1877, -241.0325, -235.9665, -233.8303, -240.6357, -212.0713, -240.4526, -226.7807, -235.051, -236.5769, -236.9736, -225.6821, -234.166, -241.6428, -233.3115, -237.5229, -221.135, -226.1399, -238.3469, 
0.06224, -233.22, -245.5491, -233.8303, -230.1377, -236.0276, -233.7082, -235.4172, -231.0227, -236.3327, -243.3518, -226.8418, -454.9301, -233.2505, -231.9687, -233.0368, -217.656, -226.2619, -231.1142, -229.4358, -241.2766, -229.9546, -229.4053, -226.2009, -243.2297, -235.8139, -236.9126, -234.7153, -230.748, -226.323, -240.5137, -226.5671, -211.5525, -234.4712, -220.5552, -243.5959, -230.2292, -229.5273, -214.3906, -230.8396, -230.5039, -238.4995, -225.56, -237.5229, -228.7034, -242.7109, 
0.06226, -221.196, -239.8423, -226.7807, -231.0837, -231.8772, -234.9595, -227.8489, -228.4287, -229.6494, -237.3703, -237.8891, -452.2141, -247.8989, -237.645, -243.4739, -226.2009, -218.3579, -228.8865, -220.0974, -229.4663, -236.0581, -229.7715, -221.5928, -230.9006, -239.4761, -243.6264, -225.1023, -217.3508, -240.5137, -248.967, -219.8533, -220.6467, -224.7056, -232.3044, -221.8369, -267.4912, -229.2832, -212.8037, -220.4026, -218.5715, -221.4707, -233.2505, -231.1448, -239.7202, -242.7109, 
0.06228, -219.2429, -236.5464, -237.706, -233.0063, -240.9409, -228.3066, -228.5508, -219.3345, -236.3633, -224.7361, -230.4429, -452.2141, -236.9126, -234.166, -242.8635, -242.9245, -225.6516, -227.4521, -224.2783, -224.6445, -231.7856, -224.7056, -223.7595, -224.8276, -242.0395, -234.6848, -224.9497, -231.6941, -228.6728, -228.3982, -239.6286, -235.7224, -226.1094, -228.4592, -226.1704, -260.9909, -223.5154, -215.2756, -232.3349, -238.1943, -240.9104, -228.7949, -236.8821, -233.9524, -226.5366, 
0.0623, -232.6096, -249.0891, -233.8608, -234.9289, -237.645, -232.6096, -220.4636, -221.2571, -237.1567, -238.1333, -230.9617, -460.2707, -233.5556, -232.457, -236.0886, -231.633, -223.3017, -233.9219, -234.4407, -230.1987, -227.269, -244.6335, -226.1399, -225.8652, -238.3469, -229.2832, -238.2859, -246.8918, -232.7317, -229.4053, -244.0842, -238.6826, -229.5884, -230.3208, -225.6211, -233.7388, -239.7507, -212.0713, -232.0603, -223.8511, -221.4707, -220.6162, -228.4287, -234.7153, -221.9895, 
0.06232, -231.3584, -244.6335, -215.8249, -251.6221, -224.4309, -224.7361, -244.2978, -231.2058, -241.063, -239.4761, -231.9382, -450.2304, -233.342, -228.4592, -240.6968, -236.7295, -236.9126, -239.4761, -234.0744, -226.6892, -229.2832, -231.4499, -225.0412, -234.0439, -229.1916, -241.3071, -238.6216, -243.9927, -239.5676, -236.7905, -241.063, -233.9829, -229.5884, -228.8254, -219.8533, -225.56, -233.2505, -202.8244, -229.9241, -223.3323, -228.6423, -220.9214, -234.4712, -243.1687, -242.9856, 
0.06234, -241.185, -230.3208, -226.7197, -245.9153, -234.0744, -241.2461, -237.8281, -210.3623, -246.251, -243.9316, -233.8608, -441.9602, -231.511, -230.9922, -236.5769, -236.1496, -240.0254, -241.6123, -226.4451, -225.0107, -235.051, -225.7126, -233.8608, -231.4499, -237.0652, -239.8728, -234.5627, -230.4429, -230.9311, -236.7905, -225.5906, -230.2598, -231.5415, -231.8772, -223.79, -230.5649, -223.0576, -208.5923, -233.9524, -238.3164, -247.5937, -229.4358, -222.1421, -233.5556, -242.1616, 
0.06236, -245.2134, -236.2107, -232.8537, -218.7546, -240.4831, -239.8118, -224.7971, -215.0315, -235.6308, -232.0298, -224.3393, -447.0871, -239.415, -215.0925, -239.4455, -240.3306, -226.9639, -232.8537, -235.1731, -227.269, -226.9028, -235.3867, -235.6919, -226.4451, -230.5039, -221.196, -237.3703, -235.112, -237.1262, -233.0979, -230.6565, -233.1284, -232.1518, -231.8161, -239.0793, -253.0259, -237.0041, -212.3154, -232.6096, -242.009, -220.2195, -220.2195, -238.1943, -230.1682, -222.6304, 
0.06238, -236.3633, -238.1638, -240.7883, -223.4238, -233.7388, -228.7034, -219.0293, -236.9126, -237.584, -247.4411, -235.9665, -464.5127, -232.9758, -220.311, -229.4663, -245.5185, -229.8935, -216.832, -242.6194, -226.0788, -228.4287, -226.6282, -228.6728, -233.7082, -232.7927, -230.626, -220.25, -237.2788, -230.5954, -229.9546, -240.3, -234.4712, -234.9289, -228.2151, -227.3606, -229.6189, -230.0766, -199.3454, -239.5371, -218.5715, -228.154, -231.633, -224.553, -221.6233, -233.4336, 
0.0624, -234.9289, -242.1006, -236.0886, -235.1731, -228.093, -239.7812, -233.281, -224.614, -235.8139, -235.5088, -221.6538, -449.8032, -228.4287, -232.1213, -232.6401, -239.7507, -227.6047, -237.1262, -241.4292, -227.0249, -228.7339, -229.5273, -238.1638, -234.1355, -235.936, -233.1284, -222.905, -236.8821, -226.9333, -230.6565, -241.7954, -225.7431, -245.3354, -240.8493, -216.6489, -223.8205, -234.3491, -206.4255, -227.9099, -229.5273, -236.9736, -229.1001, -220.1279, -230.9617, -238.8962, 
0.06242, -231.6636, -249.8215, -233.0674, -220.6467, -239.4761, -233.9524, -234.7458, -229.2832, -241.3071, -221.6538, -230.9311, -446.4157, -236.6684, -233.4946, -237.0652, -235.5698, -233.4336, -238.9573, -243.4433, -225.8042, -224.7056, -237.1567, -230.2598, -223.1797, -234.99, -232.4875, -243.2602, -233.3115, -230.5649, -237.9197, -225.5906, -243.6264, -237.1872, -242.9551, -233.5251, -242.6499, -228.4897, -221.074, -226.4145, -230.8396, -236.4243, -234.5017, -222.2031, -231.572, -235.9665, 
0.06244, -229.4968, -240.7883, -240.6662, -233.281, -240.8799, -233.0674, -228.2151, -219.365, -230.1377, -236.4853, -228.4287, -446.6599, -229.6189, -223.3628, -230.2292, -232.5791, -231.6941, -225.8042, -231.2973, -229.6189, -228.917, -244.4809, -230.1682, -225.8042, -233.6472, -231.6636, -236.9431, -226.2009, -239.7507, -228.154, -235.6308, -243.9011, -221.4097, -234.2576, -223.6985, -234.0439, -233.3725, -203.801, -242.9245, -236.6074, -229.741, -238.6216, -234.4407, -240.9409, -240.6968, 
0.06246, -239.3235, -234.4407, -226.9333, -227.3301, -236.5769, -225.0412, -224.7971, -219.1208, -230.0461, -227.8183, -236.3022, -450.2915, -231.6941, -243.1382, -236.3633, -236.9126, -234.4712, -218.3884, -223.1186, -234.5627, -214.4516, -226.8723, -229.4358, -230.3818, -233.9524, -240.5137, -228.4287, -222.5083, -241.8259, -219.8838, -242.5278, -219.2734, -222.844, -231.3279, -232.6706, -224.7056, -233.0674, -201.5732, -229.6189, -234.0439, -238.7131, -230.9922, -219.2429, -246.1594, -231.633, 
0.06248, -241.3376, -237.7976, -229.741, -226.6587, -239.4455, -234.6543, -221.3791, -223.5154, -237.4619, -216.4048, -230.9922, -459.935, -240.1169, -229.6189, -230.5954, -242.0395, -241.1545, -234.8984, -245.5185, -225.499, -228.0014, -236.2717, -236.3327, -225.3159, -249.3332, -232.1213, -222.7219, -233.9829, -233.7082, -242.6804, -246.5256, -233.1284, -230.2903, -237.2483, -227.5437, -245.366, -237.1262, -217.4424, -231.3584, -247.1665, -235.4172, -234.0439, -224.5224, -236.1191, -225.3464, 
0.0625, -249.6079, -243.1382, -248.6008, -223.2102, -232.5486, -235.3257, -223.8511, -227.9404, -237.1872, -240.6968, -230.1072, -450.0168, -232.7012, -227.208, -210.2707, -230.2292, -226.384, -235.9055, -251.1033, -227.6658, -229.0085, -238.6521, -223.79, -234.105, -240.8188, -235.3562, -234.227, -249.8826, -221.5012, -226.1704, -225.1328, -230.0766, -244.5725, -245.0608, -225.9263, -231.8772, -230.9617, -200.5356, -244.3284, -235.8139, -230.9617, -225.438, -235.5393, -224.6445, -236.821, 
0.06252, -237.706, -234.0439, -231.8467, -235.9665, -220.6772, -237.4924, -239.354, -218.7851, -246.0068, -235.0205, -223.6374, -445.9275, -226.5366, -247.1665, -228.4592, -236.3022, -230.3818, -238.3774, -233.4946, -237.1262, -236.4853, -223.729, -229.9241, -226.5976, -240.2085, -234.0134, -238.1333, -243.8706, -220.7688, -236.7905, -236.2717, -228.5508, -230.1377, -240.4221, -232.6401, -234.5017, -233.8303, -201.207, -234.105, -234.6543, -237.0041, -231.7246, -229.4663, -241.124, -239.2319, 
0.06254, -232.8537, -233.1284, -226.9944, -237.4009, -224.1257, -235.7834, -239.4761, -217.9917, -233.3115, -249.6384, -221.5928, -448.0637, -233.5251, -238.1333, -217.6865, -239.5676, -238.0112, -230.7785, -236.9126, -240.6662, -237.5535, -245.6406, -225.1633, -238.9573, -245.1218, -227.269, -233.4641, -236.1802, -236.9736, -234.7153, -241.5513, -229.039, -222.2031, -238.2859, -225.0412, -236.821, -229.2222, -205.9372, -232.7622, -239.9643, -242.8025, -251.3474, -215.9775, -236.9126, -241.7954, 
0.06256, -226.0178, -236.5464, -230.8091, -226.9944, -231.7856, -240.3306, -234.0134, -230.1072, -229.6799, -240.0559, -234.7153, -450.7187, -243.1382, -234.9595, -237.4619, -245.5491, -245.0608, -229.4968, -245.4575, -233.5251, -230.3208, -231.1753, -235.2952, -232.0298, -228.032, -237.584, -226.5671, -233.0674, -246.373, -235.6308, -231.4499, -227.3911, -229.4663, -234.0134, -236.5769, -251.4084, -238.8352, -211.8271, -233.342, -217.4424, -234.4407, -245.427, -232.9148, -236.821, -232.3349, 
0.06258, -241.7038, -232.6706, -234.5627, -242.1921, -237.4924, -241.6733, -232.5791, -229.1306, -233.7693, -234.6238, -241.1545, -454.625, -244.9997, -225.438, -238.6826, -237.2178, -233.281, -221.5012, -229.4053, -226.323, -237.0041, -215.5198, -227.6352, -230.8396, -227.8794, -242.2532, -234.5627, -232.0298, -238.9878, -247.4411, -230.4429, -224.3699, -231.9077, -233.4336, -230.3208, -236.0581, -242.833, -213.7192, -233.22, -229.1001, -229.2222, -225.1023, -241.0325, -238.0112, -222.4167, 
0.0626, -247.5327, -227.2385, -230.626, -225.3769, -246.0984, -234.0134, -226.9944, -222.5693, -223.8511, -227.8183, -236.1496, -439.7934, -236.1191, -228.3371, -219.0903, -244.4199, -240.5137, -241.3987, -235.5698, -233.6777, -246.8003, -233.8608, -233.8303, -233.5556, -231.2363, -229.1611, -238.0417, -237.1872, -230.1377, -228.8865, -234.4101, -236.4853, -236.6379, -234.6238, -232.8232, -230.9006, -228.917, -210.6369, -235.7529, -243.718, -233.3115, -231.3279, -224.0647, -231.8772, -235.4477, 
0.06262, -239.2624, -238.4995, -230.2292, -232.6401, -247.8074, -232.5181, -228.1235, -227.0554, -236.9431, -238.469, -228.093, -452.916, -231.3584, -234.99, -236.7905, -237.8586, -243.3518, -231.1753, -232.6096, -234.7153, -241.063, -244.8166, -223.2102, -229.741, -225.7126, -226.1704, -232.8232, -231.3279, -219.3955, -224.5835, -234.7153, -229.2527, -236.9736, -226.2314, -224.8581, -250.8896, -220.5857, -204.9302, -241.948, -226.5061, -236.7295, -223.5154, -226.9944, -237.2483, -237.9502, 
0.06264, -224.8581, -251.9883, -225.7431, -230.3208, -225.1938, -229.1611, -231.6025, -217.5034, -231.0227, -244.9997, -231.3279, -457.3105, -236.9126, -233.8303, -240.239, -240.7578, -234.166, -223.4848, -239.6897, -237.0347, -217.2287, -233.4946, -234.3491, -228.0014, -235.0815, -240.7883, -238.2554, -235.1426, -228.0625, -232.9758, -230.4734, -236.0581, -243.4128, -230.4429, -233.7693, -225.7431, -227.8489, -197.4839, -238.1943, -232.5486, -241.5818, -227.3301, -231.633, -237.645, -235.8139, 
0.06266, -227.5132, -244.6946, -221.4707, -231.0227, -226.384, -230.5039, -232.457, -220.4636, -231.4805, -243.8401, -234.7764, -443.1504, -239.8728, -219.0293, -236.0581, -237.4619, -210.698, -234.2881, -226.4451, -244.4199, -225.6516, -223.1186, -238.4079, -247.4106, -245.1523, -226.2314, -234.105, -237.0957, -233.6167, -231.8467, -225.438, -234.0439, -243.1077, -246.4341, -238.53, -228.1235, -228.4897, -202.8855, -223.9426, -229.4358, -245.488, -231.9382, -223.7595, -239.7202, -228.032, 
0.06268, -232.3349, -222.7524, -227.5437, -230.1072, -233.9219, -243.2602, -231.6941, -220.9824, -237.1262, -230.2292, -239.5981, -439.122, -240.9409, -229.5578, -234.166, -228.7339, -227.6047, -229.863, -239.1709, -225.1633, -216.9846, -242.8025, -233.6167, -229.3137, -246.2204, -226.384, -232.9148, -232.1824, -232.396, -237.4619, -240.6968, -238.8047, -245.366, -229.4358, -238.4995, -235.051, -235.051, -205.3269, -228.9475, -235.5698, -237.4009, -225.5906, -242.4668, -233.1894, -232.9148, 
0.0627, -243.9316, -244.9387, -236.0581, -226.5671, -242.7109, -233.4336, -243.779, -223.1492, -240.3916, -230.687, -240.3611, -442.4179, -242.7109, -249.1196, -226.7502, -234.3186, -239.8728, -244.2978, -236.2717, -223.4238, -227.5132, -236.0276, -235.875, -235.2646, -236.5159, -234.2576, -237.645, -219.1514, -226.9333, -233.1284, -237.4009, -221.6233, -231.3584, -229.3137, -230.0766, -233.4031, -239.7812, -205.7847, -221.7148, -234.9595, -228.0014, -236.7295, -252.5681, -231.1753, -234.3491, 
0.06272, -243.9011, -239.3845, -229.1001, -234.2576, -252.9038, -223.729, -237.5229, -233.6777, -240.1474, -231.1448, -222.9966, -448.1858, -234.5322, -244.7556, -241.9175, -236.3022, -242.3752, -231.7856, -238.9267, -239.9949, -241.185, -238.8352, -238.3164, -236.6074, -223.79, -229.6189, -235.2952, -232.3349, -229.4663, -240.4831, -232.1824, -220.7993, -229.6189, -235.5088, -226.323, -236.821, -231.4194, -216.0691, -229.863, -236.4548, -225.9873, -234.6238, -234.0134, -247.0444, -239.1709, 
0.06274, -236.4853, -230.0766, -228.8254, -231.8161, -240.7883, -221.8674, -223.4848, -225.7737, -230.4123, -226.9028, -237.5229, -459.5688, -236.0276, -226.4145, -249.6994, -241.4597, -236.5464, -217.3508, -233.8608, -239.5676, -245.7322, -237.5535, -235.0815, -234.2576, -232.2739, -228.8865, -245.7932, -245.5491, -230.5649, -226.2009, -246.251, -227.3301, -234.0134, -241.0325, -225.438, -240.0864, -227.0554, -200.8103, -241.4902, -234.5322, -223.7595, -239.1709, -217.9001, -228.4592, -213.2004, 
0.06276, -238.9878, -240.4831, -233.3115, -234.3186, -234.105, -222.5388, -230.7175, -228.7949, -240.4526, -240.5747, -239.1709, -456.5476, -239.5066, -235.6614, -251.1033, -234.9289, -222.5388, -221.4402, -237.4009, -226.9333, -221.0129, -241.0019, -234.7153, -229.7715, -232.1824, -236.4853, -237.1262, -228.3677, -233.8303, -220.0364, -230.5649, -221.2876, -229.863, -240.6968, -230.6565, -229.1611, -241.124, -210.8811, -241.6123, -242.5889, -236.0581, -230.6565, -232.0908, -230.8396, -235.5088, 
0.06278, -235.3867, -243.4433, -237.1262, -226.7807, -232.7317, -235.8139, -224.8276, -229.6189, -239.0183, -226.6282, -232.4875, -450.0473, -227.1164, -240.9714, -242.009, -229.7715, -227.5437, -236.76, -230.9922, -229.0085, -223.4848, -232.9758, -220.0364, -227.6658, -235.6919, -234.7764, -228.1235, -235.051, -233.6777, -230.0766, -225.5295, -210.2707, -242.1311, -233.7998, -220.4331, -231.4194, -227.6047, -207.1885, -240.178, -230.5039, -239.2014, -236.9736, -229.3747, -236.6684, -232.5181, 
0.0628, -225.7126, -227.4521, -223.8816, -225.438, -235.2341, -237.1872, -227.208, -225.3769, -229.802, -227.7878, -238.4385, -447.3313, -237.2483, -237.3398, -233.1894, -237.0347, -228.8254, -236.8821, -231.9382, -229.5578, -225.7431, -229.0696, -230.8396, -238.0112, -229.3747, -235.7224, -216.9846, -225.0718, -235.875, -239.0793, -220.5552, -225.1938, -240.3611, -226.5976, -239.7812, -227.9709, -226.2925, -203.9536, -235.4172, -225.4075, -240.6968, -226.4451, -228.6423, -240.4831, -234.4712, 
0.06282, -245.8542, -233.8913, -234.1965, -219.2734, -238.6826, -237.0957, -237.7671, -236.2717, -230.748, -231.1142, -224.1868, -457.6157, -248.2041, -239.7202, -235.3257, -223.4848, -229.2527, -242.6499, -224.5835, -227.5742, -228.154, -233.2505, -243.9621, -237.0041, -227.1164, -243.5654, -230.0461, -228.978, -237.6145, -243.2908, -231.6636, -233.8303, -224.8887, -237.8281, -239.354, -245.2134, -239.6286, -210.4233, -237.7671, -238.8962, -234.4101, -238.4079, -229.8325, -228.4592, -243.1992, 
0.06284, -236.1191, -246.312, -222.2336, -239.6592, -235.8445, -234.6848, -235.2036, -220.4331, -240.3306, -242.6194, -218.6326, -452.7024, -216.8015, -230.3818, -246.7087, -239.8423, -236.0581, -220.5552, -239.5066, -216.2522, -225.9568, -232.7927, -235.0205, -232.3655, -234.1965, -234.6238, -245.427, -237.1567, -226.0483, -243.2297, -230.8396, -233.4031, -246.0068, -241.2461, -237.2178, -253.8498, -237.2788, -213.3225, -243.6875, -233.2505, -211.644, -235.2036, -226.9944, -246.373, -238.9267, 
0.06286, -228.978, -239.415, -233.0368, -236.2717, -241.3376, -238.0417, -222.1726, -226.3535, -231.8161, -235.0815, -223.3628, -438.5422, -226.7197, -237.1567, -235.4477, -241.8564, -232.6096, -218.602, -241.5513, -222.3557, -234.7458, -233.7693, -237.645, -228.1235, -235.112, -217.9001, -238.7436, -228.9475, -229.802, -234.6543, -216.5879, -225.438, -233.9829, -242.1311, -234.0134, -231.511, -229.4358, -211.0337, -232.396, -232.9453, -221.196, -222.844, -236.3938, -225.6211, -239.3235, 
