Sweep Start (s), 52.00926, 52.1731, 52.33694, 52.50078, 52.66462, 52.82846, 52.9923, 53.15614, 53.31998, 53.48382, 53.64766, 53.8115, 53.97534, 54.13918, 54.30302, 54.46686, 54.6307, 54.79454, 54.95838, 55.12222, 55.28606, 55.4499, 55.61374, 55.77758, 55.94142, 56.10526, 56.2691, 56.43294, 56.59678, 56.76062, 56.92446, 57.0883, 57.25214, 57.41598, 57.57982, 57.74366, 57.9075, 58.07134, 58.23518, 58.39902, 58.56286, 58.7267, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, Sweep #38, Sweep #39, Sweep #40, Sweep #41, Sweep #42, 
0.09004, -238.1943, -232.4875, -195.1645, -246.9223, -228.917, -224.1562, -458.5312, -238.9267, -240.9409, -219.7312, -235.051, -222.8135, -232.3349, -207.8293, -243.718, -444.4626, -453.7705, -460.5149, -215.886, -223.3323, -184.6665, -224.7666, -241.185, -242.4057, -230.3208, -226.7197, -236.76, -208.4702, -244.7861, -237.9807, -230.8701, -226.4451, -241.9175, -223.668, -239.2624, -247.9294, -246.0373, -233.5862, -243.9621, -229.2832, -207.5242, -229.9851, 
0.09006, -231.9382, -224.0342, -207.7378, -238.3774, -229.9546, -232.7317, -449.7727, -238.4385, -216.4963, -247.0139, -231.3279, -234.6238, -248.0515, -234.3186, -227.6658, -450.9934, -461.644, -456.6696, -224.9497, -243.3518, -198.9487, -233.342, -234.6543, -231.3279, -234.9595, -238.3164, -235.6919, -216.7099, -243.8401, -221.4707, -233.7082, -243.9316, -225.9263, -233.1589, -243.5959, -221.8369, -233.5556, -232.6401, -243.2297, -235.8445, -203.9536, -222.5388, 
0.09008, -234.99, -234.5932, -204.1977, -240.4526, -228.1846, -235.7529, -455.0827, -238.1943, -216.3437, -240.1169, -214.5737, -240.4526, -236.9126, -216.832, -220.0974, -449.3149, -467.4729, -457.8904, -233.3725, -252.0798, -175.084, -232.0603, -226.7807, -241.185, -220.8603, -243.0161, -233.7082, -196.5073, -225.5295, -221.6233, -230.0156, -231.6941, -237.1262, -236.0886, -235.6614, -230.2598, -239.293, -233.22, -234.0134, -236.1496, -203.6789, -241.4902, 
0.0901, -227.6047, -238.6216, -198.2468, -239.3235, -228.4592, -240.7273, -445.3171, -238.0112, -207.28, -243.4739, -220.0058, -228.4897, -224.8887, -221.9895, -240.7273, -457.7988, -462.5595, -457.8293, -229.3747, -231.0532, -181.3096, -236.1191, -228.2456, -231.6941, -231.0532, -226.2925, -238.1943, -209.05, -228.6118, -237.2178, -217.8086, -236.4853, -227.3606, -245.1828, -241.7649, -234.2881, -232.3044, -237.5535, -223.79, -237.1262, -211.5525, -237.0957, 
0.09012, -224.3088, -231.6636, -202.8244, -243.5654, -234.105, -232.2434, -447.0566, -227.2385, -195.0425, -231.2668, -215.4587, -212.9868, -232.1518, -216.771, -233.281, -454.9607, -448.5825, -465.3366, -221.196, -236.5159, -185.582, -218.7241, -243.4433, -232.1213, -228.7949, -231.3279, -241.948, -205.5405, -243.4433, -234.227, -236.0276, -238.1028, -243.4128, -235.3257, -237.9197, -222.4473, -228.7034, -232.1824, -233.9524, -244.603, -202.3362, -223.668, 
0.09014, -241.7038, -236.3327, -207.9514, -230.8701, -235.936, -254.5212, -456.456, -231.0532, -209.935, -233.7998, -217.0151, -216.0996, -229.4663, -210.0876, -235.6003, -448.0637, -435.3989, -462.5901, -207.6767, -236.5464, -189.946, -213.5361, -228.1235, -226.4145, -239.3235, -235.4172, -245.0303, -214.9094, -240.8188, -234.0134, -249.6384, -234.7458, -238.4385, -221.8369, -235.9971, -229.2222, -229.741, -218.0527, -233.1284, -242.5278, -202.1531, -205.9372, 
0.09016, -246.6477, -231.0227, -214.8179, -235.8139, -234.105, -230.626, -455.2048, -238.8657, -214.4822, -239.0793, -217.5034, -238.3774, -228.9475, -212.0102, -225.8347, -460.7285, -455.1743, -462.3154, -199.0403, -233.1894, -195.5002, -231.9077, -242.1311, -234.7153, -223.1492, -235.1731, -247.9294, -212.8647, -236.9736, -234.4407, -229.6799, -234.8679, -226.8418, -235.2952, -237.4314, -240.3611, -234.166, -224.9497, -223.79, -248.0515, -203.1907, -221.6538, 
0.09018, -234.0439, -237.0347, -222.6304, -233.4946, -223.729, -222.1726, -460.9726, -238.53, -210.9421, -227.0859, -231.1142, -244.2368, -250.2793, -232.0298, -236.9431, -475.0107, -459.6299, -457.341, -213.9328, -238.2248, -202.916, -233.3725, -241.7038, -229.7715, -215.123, -239.7507, -243.1382, -201.6343, -239.9033, -240.8493, -202.9465, -231.2973, -226.9333, -242.833, -250.0046, -229.1611, -231.3279, -236.6684, -238.5605, -239.1709, -205.7847, -211.4914, 
0.0902, -234.6543, -235.7529, -214.5127, -244.8472, -241.185, -233.0979, -469.7312, -238.4995, -203.9536, -223.6069, -230.0461, -218.2358, -246.8003, -223.0881, -227.4521, -467.9917, -451.2375, -454.8081, -216.0996, -241.948, -183.7815, -225.2854, -244.2368, -244.9387, -234.6238, -238.7436, -243.6264, -191.7466, -224.6445, -235.7224, -200.5661, -226.9333, -227.7878, -231.572, -240.178, -231.2973, -236.9126, -240.3916, -224.4614, -222.3252, -204.625, -206.2424, 
0.09022, -232.9453, -221.2265, -205.2659, -246.251, -229.5578, -231.2973, -462.468, -235.7834, -214.116, -225.2549, -226.7502, -221.7453, -239.3235, -215.4892, -229.5273, -455.2048, -451.6648, -445.6528, -224.2478, -239.3845, -187.8403, -226.3535, -237.4619, -239.1709, -233.3725, -234.0744, -230.7175, -201.1765, -237.0347, -237.0957, -212.8342, -224.8581, -235.7529, -225.1023, -236.5159, -240.6662, -227.269, -232.6096, -246.0679, -237.0041, -190.6785, -218.8767, 
0.09024, -233.1284, -238.1943, -221.8674, -230.687, -227.3911, -237.6755, -459.4467, -237.2788, -207.2495, -230.5954, -236.6684, -230.4734, -243.5959, -230.2598, -233.7082, -446.0495, -452.3972, -450.0779, -203.9841, -239.3845, -215.7029, -240.6662, -222.5693, -225.56, -237.645, -214.0244, -235.9665, -219.4565, -233.9219, -244.9997, -232.3349, -219.7312, -240.8799, -229.039, -227.5437, -245.5491, -226.0788, -234.2881, -245.3965, -239.1098, -206.6697, -233.22, 
0.09026, -245.9153, -254.8874, -228.2151, -213.5056, -241.7038, -235.6308, -452.3972, -231.5415, -200.8713, -225.56, -233.0979, -232.0603, -239.1404, -220.4636, -236.7295, -454.5029, -450.1389, -465.7029, -207.6157, -220.4941, -195.8359, -231.9077, -222.844, -228.154, -234.99, -207.9819, -231.1142, -211.8577, -233.4946, -246.5256, -241.6733, -225.7126, -243.0466, -216.2217, -235.1731, -236.7905, -230.7175, -237.3703, -239.5066, -232.6401, -201.8479, -219.6091, 
0.09028, -239.7202, -243.0771, -237.9502, -228.3371, -229.1611, -227.2995, -452.4277, -224.614, -205.8152, -231.2058, -237.0041, -232.8537, -228.8254, -209.2331, -237.9502, -457.5241, -456.8528, -465.2146, -207.5547, -239.5676, -193.1504, -217.8696, -229.7715, -211.3389, -222.3252, -210.0876, -232.3655, -193.6387, -234.166, -228.032, -234.6848, -234.2576, -251.3169, -232.5181, -233.6777, -255.3147, -236.0276, -239.6592, -233.6472, -231.4499, -203.4348, -205.449, 
0.0903, -227.2995, -236.9736, -220.4636, -241.2461, -228.8865, -227.8489, -457.7378, -237.4314, -222.6304, -225.7431, -229.3137, -226.8113, -237.645, -226.5061, -213.6887, -455.7541, -456.1203, -451.7563, -213.6887, -234.7764, -195.2256, -228.5508, -240.7578, -214.6958, -239.2624, -213.1394, -226.9333, -205.3879, -241.5818, -227.5437, -240.9714, -241.2461, -248.6618, -228.1235, -224.3088, -236.4853, -234.6543, -231.8772, -240.3611, -230.3818, -201.2681, -207.9514, 
0.09032, -241.7344, -234.2881, -223.6374, -235.3257, -230.3513, -215.0925, -453.862, -227.7268, -209.874, -229.039, -231.6941, -248.967, -240.9714, -226.0178, -212.4985, -449.1318, -451.0544, -444.7678, -209.05, -234.99, -194.7678, -226.7197, -230.5344, -216.7099, -232.6401, -218.6631, -240.9409, -224.5224, -251.4084, -240.1169, -237.0041, -233.6167, -231.4499, -211.0337, -227.6963, -233.1284, -233.6472, -224.7361, -232.9758, -230.4429, -202.3056, -203.6484, 
0.09034, -236.7295, -233.7693, -221.8064, -217.9306, -230.7175, -219.2429, -444.0354, -241.6428, -208.7143, -230.1377, -238.9878, -247.9905, -230.3513, -226.7502, -219.1819, -456.2119, -460.9116, -460.6369, -214.6042, -234.105, -202.0005, -214.238, -232.7012, -204.1367, -233.2505, -228.7644, -242.772, -208.4092, -231.3889, -234.9289, -238.2554, -217.7475, -223.6069, -230.5344, -229.7104, -222.5693, -247.1055, -226.9028, -223.7595, -234.4407, -196.019, -204.2283, 
0.09036, -237.4619, -235.5088, -224.614, -226.5671, -235.9665, -248.5093, -438.3286, -239.5981, -218.8462, -223.8816, -242.9245, -223.2407, -218.9377, -217.9306, -229.3442, -460.1181, -449.9558, -452.0615, -198.2163, -249.7605, -196.1716, -231.2668, -228.4897, -217.5644, -229.741, -216.0386, -229.4663, -205.7541, -242.7109, -240.9714, -223.729, -222.844, -225.4685, -244.9082, -242.2532, -236.9431, -239.4455, -237.7366, -238.3469, -246.9223, -201.0849, -220.1279, 
0.09038, -245.3049, -236.8821, -223.3323, -236.0581, -225.9568, -249.1196, -466.2522, -215.2451, -216.6489, -230.8701, -230.4429, -215.9775, -253.0564, -220.3415, -226.8723, -451.9089, -454.747, -454.8996, -200.1999, -246.4341, -190.3122, -230.0156, -237.706, -222.1116, -227.8794, -211.8882, -226.384, -199.1318, -224.614, -240.8188, -238.5605, -231.7246, -228.2761, -232.7622, -234.3491, -234.2576, -223.9731, -241.7954, -237.4009, -238.2554, -200.0779, -218.6326, 
0.0904, -232.8537, -242.6194, -202.0005, -234.5017, -234.1355, -223.0881, -467.9306, -201.2986, -204.7165, -239.2319, -233.5251, -223.0576, -238.8352, -218.9072, -231.4194, -458.7448, -456.3034, -453.6484, -206.2424, -231.6636, -204.0757, -224.7666, -233.6472, -213.9328, -217.656, -213.9634, -245.427, -203.6484, -224.1562, -250.3708, -249.9436, -224.0342, -237.8891, -231.2973, -228.917, -236.2717, -228.5813, -246.8003, -243.3518, -222.5998, -185.5515, -213.2309, 
0.09042, -233.0368, -237.0041, -226.4756, -247.0749, -231.1448, -224.5224, -452.6108, -216.8625, -215.2756, -238.7742, -235.9971, -243.3213, -226.7197, -226.4145, -232.6096, -458.7754, -456.8222, -460.3928, -212.2544, -225.4685, -202.6413, -230.4429, -231.0227, -208.6228, -223.79, -221.2265, -245.9458, -199.0708, -236.6379, -238.9878, -244.4199, -238.591, -241.6428, -229.5578, -237.4924, -229.9241, -237.9807, -233.0063, -243.3213, -224.614, -184.2087, -210.1181, 
0.09044, -231.8467, -240.7578, -231.2973, -229.4968, -234.6543, -227.0859, -445.7138, -229.6494, -225.9873, -233.0368, -235.936, -229.2832, -231.7246, -230.1072, -238.1638, -458.5617, -457.5852, -447.2092, -215.7029, -234.5322, -192.54, -236.8515, -223.8816, -207.4631, -224.4614, -216.008, -220.3415, -210.0876, -242.0701, -234.7458, -232.7012, -226.5671, -245.2744, -235.8445, -234.8374, -235.6919, -231.4805, -222.4167, -234.9289, -224.553, -195.5307, -207.1274, 
0.09046, -244.6335, -235.5088, -220.4331, -237.3703, -235.1426, -233.8913, -461.4914, -236.5769, -216.4353, -236.1191, -236.8515, -228.032, -230.0156, -207.0664, -224.8581, -446.5988, -462.9258, -453.4348, -197.4839, -249.4248, -203.4653, -231.9382, -228.6118, -210.7285, -241.7649, -217.9306, -242.2532, -214.116, -234.6848, -236.1496, -223.9731, -217.9612, -255.2536, -236.3633, -233.9829, -228.3371, -223.3017, -220.25, -229.2527, -239.2624, -202.3056, -209.7214, 
0.09048, -245.4575, -241.2156, -216.0386, -230.7785, -231.2058, -233.3115, -450.6272, -242.0701, -209.05, -235.9971, -228.2151, -250.8896, -243.9621, -214.3601, -224.2783, -461.6745, -456.1814, -460.9726, -204.0757, -232.1518, -198.613, -229.9241, -241.4292, -210.3013, -239.1709, -200.6577, -242.6194, -206.3645, -238.5605, -249.1501, -233.9524, -217.595, -233.1284, -225.1938, -241.7038, -226.2925, -233.342, -239.2624, -227.4216, -237.645, -193.425, -223.0576, 
0.0905, -238.2248, -227.0554, -230.3208, -225.7126, -252.2019, -234.4407, -442.479, -233.3115, -214.7873, -228.093, -246.7087, -238.1028, -238.7131, -220.7077, -237.4619, -446.782, -455.632, -465.2451, -215.6723, -214.4822, -222.5083, -246.8308, -247.9294, -211.7051, -228.154, -207.1274, -235.5393, -215.1841, -237.584, -246.7392, -236.3327, -221.6538, -216.9541, -236.9126, -234.7153, -228.7034, -226.9944, -229.2832, -230.4123, -236.9126, -187.5962, -231.1448, 
0.09052, -233.8913, -234.1355, -237.2788, -238.2554, -239.1709, -244.542, -458.5617, -235.7834, -205.449, -230.3208, -250.3708, -218.6326, -223.8205, -223.9121, -224.4309, -451.5427, -454.1062, -469.1819, -226.8113, -217.8696, -198.0637, -223.0576, -226.1094, -211.583, -239.1098, -232.5791, -242.4668, -219.8533, -237.0347, -236.9126, -244.8777, -229.3747, -225.9263, -233.1894, -246.5561, -242.5889, -227.3301, -234.2576, -234.0744, -230.748, -179.3259, -206.8833, 
0.09054, -239.1709, -242.4973, -220.8909, -242.7109, -231.8467, -230.5954, -456.7917, -238.6521, -219.4565, -243.4739, -222.3557, -218.3274, -225.2549, -222.0505, -227.0554, -450.7187, -456.395, -457.6462, -209.5078, -210.1181, -203.5264, -229.4663, -229.1916, -206.7002, -231.9993, -242.7109, -237.8891, -215.6418, -229.1611, -224.7056, -239.9949, -232.7317, -234.105, -224.5224, -239.6592, -242.5278, -229.8935, -234.1355, -228.5508, -235.5088, -197.3313, -206.9138, 
0.09056, -246.2815, -244.664, -226.5976, -230.5649, -241.0325, -240.5442, -446.843, -240.3611, -212.1018, -232.2434, -231.4194, -235.0205, -229.1916, -219.3955, -241.2461, -454.4724, -461.2778, -445.958, -207.0054, -226.9944, -206.6697, -221.0434, -239.0488, -203.3127, -227.3301, -234.7458, -230.0156, -211.0032, -226.5061, -224.6445, -233.7388, -214.5737, -238.1333, -226.0483, -234.1965, -235.2952, -216.2827, -228.4897, -222.844, -235.8445, -193.7912, -216.6184, 
0.09058, -231.572, -223.7595, -215.7334, -232.7622, -243.0771, -243.6875, -444.4626, -227.3911, -207.28, -223.5154, -235.4172, -243.8706, -234.5627, -231.1448, -229.3747, -459.2942, -446.782, -451.3901, -218.602, -227.5132, -194.6763, -220.7688, -232.396, -219.8227, -240.5442, -244.7861, -227.3301, -200.4136, -226.4145, -233.4946, -214.0854, -228.3982, -218.541, -229.4053, -239.6897, -233.1589, -237.7671, -235.051, -229.5578, -253.3921, -192.54, -215.6113, 
0.0906, -225.6516, -233.6472, -226.5671, -242.8025, -228.6118, -236.821, -449.2844, -231.0227, -209.4773, -234.8984, -237.0041, -226.5976, -238.2859, -220.0974, -224.4919, -454.8081, -440.709, -466.6184, -215.947, -220.5246, -196.843, -229.8325, -233.4946, -209.9045, -229.4968, -241.1545, -234.0439, -200.383, -221.4097, -232.9758, -221.3791, -229.4053, -232.1518, -237.645, -232.9453, -237.3093, -229.3442, -226.4451, -239.2624, -233.6777, -202.2446, -212.2544, 
0.09062, -225.0718, -245.7322, -216.4353, -230.2292, -226.7502, -228.8559, -450.5356, -240.6968, -209.2637, -251.4695, -235.8445, -222.1421, -223.0881, -227.2385, -241.948, -445.5307, -453.4653, -465.0009, -208.928, -194.0659, -194.4626, -233.6167, -240.6662, -207.341, -231.9382, -234.0134, -236.4548, -222.2947, -240.8799, -234.6848, -225.0107, -230.3208, -234.0439, -242.0395, -224.3699, -245.5185, -223.3628, -222.3862, -232.4875, -224.0647, -200.4746, -209.5383, 
0.09064, -218.48, -244.4199, -217.1677, -229.8935, -240.4831, -231.3584, -452.031, -239.1098, -221.9285, -232.4875, -237.8586, -236.0886, -240.0864, -210.6369, -234.3186, -449.1928, -467.1982, -455.6015, -207.5242, -210.6675, -197.3923, -232.3349, -238.4995, -210.759, -235.2646, -234.99, -238.1638, -222.844, -243.7485, -244.4809, -214.7263, -225.9568, -231.3279, -234.105, -232.2739, -225.438, -223.668, -223.0271, -235.6003, -233.4641, -184.1477, -221.6843, 
0.09066, -227.1775, -249.0586, -217.2287, -243.1382, -229.7715, -229.4053, -442.9367, -240.3611, -213.1089, -219.3039, -234.5627, -244.9997, -234.8069, -207.0054, -225.499, -458.5617, -459.2331, -453.3127, -209.5993, -204.4724, -209.6604, -230.4734, -245.2439, -206.6391, -237.1872, -224.9192, -228.7339, -211.522, -233.0674, -225.3159, -224.9497, -226.9028, -218.602, -230.626, -245.2134, -217.0762, -233.5556, -229.4053, -236.3327, -227.7268, -184.0867, -215.8249, 
0.09068, -231.0837, -235.5393, -225.0718, -239.6897, -229.6494, -237.1872, -438.176, -235.7834, -210.3623, -239.2624, -223.2407, -235.4477, -223.4543, -231.4194, -230.9617, -454.8386, -449.3759, -462.3764, -230.5954, -208.8364, -189.4272, -235.6919, -244.3284, -201.97, -243.5959, -231.8467, -224.7666, -208.3481, -225.2243, -230.1987, -225.8957, -233.4031, -229.6494, -231.1142, -234.4101, -215.001, -240.1474, -243.7485, -235.6308, -238.8657, -193.6692, -207.7073, 
0.0907, -235.4172, -224.7971, -231.511, -240.7578, -237.9502, -238.9573, -455.632, -220.1889, -208.6533, -236.3022, -230.4734, -225.1938, -227.0554, -221.9285, -243.3213, -458.0124, -458.9585, -456.0288, -230.687, -218.8767, -183.1101, -225.9263, -237.7366, -214.5432, -236.6379, -230.9006, -232.5486, -223.9426, -241.3376, -237.9807, -227.7878, -234.8374, -229.7715, -213.5056, -252.7512, -239.8118, -229.5884, -239.5676, -234.5627, -244.0232, -196.9651, -216.6184, 
0.09072, -224.9802, -234.9595, -227.7878, -236.6684, -237.7366, -239.5371, -454.0146, -232.3044, -209.4162, -232.3655, -232.7317, -222.8745, -235.9665, -210.0266, -220.6772, -453.7705, -463.2309, -455.5405, -233.1589, -217.5644, -175.145, -232.3044, -228.2151, -220.2195, -228.1235, -226.8113, -238.2859, -216.1301, -234.9289, -232.4875, -241.2156, -221.3181, -240.2085, -221.9895, -240.9409, -237.3703, -237.4009, -224.4919, -235.0205, -235.051, -191.8686, -215.9775, 
0.09074, -242.5583, -246.1899, -226.1399, -235.7834, -235.112, -242.1921, -448.9792, -240.3306, -195.073, -225.9263, -236.4853, -225.1328, -238.3164, -215.7944, -226.1094, -459.0805, -448.0027, -456.2424, -233.6777, -213.5666, -162.9075, -231.9687, -242.9551, -207.5242, -220.311, -237.1262, -234.8679, -207.219, -232.2129, -248.4482, -238.2859, -226.2925, -237.3093, -226.323, -233.7388, -243.5044, -238.1638, -234.8679, -235.112, -226.1094, -199.6506, -210.8506, 
0.09076, -241.3071, -231.633, -239.0488, -240.3306, -236.1191, -240.9104, -461.705, -236.3633, -196.5683, -226.1399, -235.6003, -218.6936, -237.3703, -214.6348, -245.2439, -449.6201, -453.8315, -455.4489, -228.8254, -213.7497, -169.2856, -232.0908, -245.8542, -208.8364, -238.3164, -229.6189, -228.7034, -209.1416, -228.8254, -246.8918, -230.1072, -228.4592, -227.269, -219.6702, -247.5327, -235.1731, -229.5884, -240.0559, -240.2085, -230.1377, -205.51, -220.4026, 
0.09078, -241.2766, -220.7077, -227.8489, -244.9692, -222.3557, -233.7082, -463.0783, -239.1098, -205.8457, -230.8701, -234.4407, -238.8047, -240.2695, -206.9138, -241.5513, -449.4675, -456.456, -458.989, -237.8281, -211.1252, -173.3139, -226.7197, -229.4053, -210.7895, -245.1523, -234.7458, -201.8174, -211.7661, -247.8989, -237.0957, -229.5273, -229.1306, -223.6069, -227.2995, -241.6123, -225.0107, -232.7927, -237.8586, -234.227, -241.2461, -195.073, -225.9263, 
0.0908, -239.6897, -213.2615, -236.821, -234.227, -231.633, -221.7759, -456.0898, -233.0674, -214.7263, -236.3327, -226.6892, -240.6357, -235.2952, -203.8315, -237.8586, -461.583, -445.8969, -462.0713, -237.3703, -216.9541, -182.3166, -225.9873, -226.1399, -209.1721, -231.4194, -235.3867, -202.6108, -205.1743, -237.3093, -242.4973, -234.8984, -228.1846, -225.7126, -232.0603, -246.9223, -243.4739, -237.1262, -242.7109, -221.1655, -239.8118, -188.4202, -208.2261, 
0.09082, -239.6286, -218.0832, -227.9709, -229.8325, -247.0444, -228.3982, -450.1084, -237.645, -198.4299, -230.9311, -227.4521, -233.6472, -225.7126, -219.6091, -236.5159, -455.9372, -458.5617, -452.6718, -242.1006, -211.1557, -195.7139, -233.4031, -237.4924, -213.0784, -239.0793, -245.0303, -215.3672, -206.8528, -228.0014, -237.3093, -225.0718, -237.6755, -237.4619, -233.4336, -242.4668, -242.1311, -234.8679, -239.1098, -219.5786, -241.3376, -199.1318, -215.5503, 
0.09084, -234.0439, -207.219, -224.8276, -237.6755, -235.3562, -242.894, -444.4321, -237.6145, -208.989, -239.7812, -243.9621, -222.02, -231.7551, -232.8537, -228.7644, -451.207, -462.1933, -459.3552, -234.6848, -206.0288, -192.6621, -237.5229, -233.1589, -218.4189, -233.3115, -228.978, -205.571, -202.2446, -241.3071, -223.4848, -211.7051, -224.553, -217.9917, -231.6636, -228.8865, -231.3279, -237.8891, -228.4592, -203.9841, -231.8161, -199.7422, -228.4287, 
0.09086, -225.0107, -205.7541, -236.0886, -236.1496, -232.9148, -228.917, -455.7541, -240.8188, -211.3389, -247.5327, -246.3425, -231.0837, -228.7644, -217.1067, -242.3752, -450.1999, -450.9323, -456.4865, -229.3137, -219.1819, -211.8882, -216.8931, -239.0488, -211.3999, -236.0886, -217.6865, -221.5012, -213.9328, -253.0564, -231.4499, -211.0337, -219.6396, -221.4402, -232.4875, -227.1164, -240.4831, -235.3257, -228.2151, -209.9961, -236.821, -195.4392, -235.4477, 
0.09088, -243.5349, -202.3667, -228.8559, -237.706, -239.4761, -225.9263, -453.862, -234.1965, -195.4087, -240.3916, -246.9223, -219.487, -224.8581, -218.4494, -228.1846, -455.4184, -457.1579, -472.6303, -246.2815, -230.7785, -218.1443, -221.135, -240.4526, -219.426, -226.323, -218.3274, -223.6985, -211.4304, -241.7954, -237.8891, -206.6391, -235.3867, -228.8559, -231.8161, -236.9431, -236.5159, -240.6052, -235.5088, -208.0735, -247.7463, -193.0283, -229.1611, 
0.0909, -234.6543, -207.0054, -221.8064, -234.8984, -229.2832, -234.6238, -455.7846, -231.4805, -200.1084, -227.9404, -227.4827, -197.6975, -237.0041, -221.0129, -232.2129, -457.7072, -459.1416, -455.7846, -242.6804, -229.0696, -203.8315, -225.4685, -238.2859, -216.7405, -234.0439, -228.4287, -215.1841, -221.4097, -237.8891, -238.7436, -208.5618, -221.196, -231.2973, -229.6494, -238.0112, -244.5115, -239.6592, -242.009, -206.7307, -243.0466, -196.4158, -238.4995, 
0.09092, -236.8515, -219.3345, -239.1404, -231.9077, -227.147, -236.9736, -459.1721, -245.4575, -216.8015, -221.0434, -239.293, -198.3384, -247.9294, -217.8391, -231.633, -459.05, -448.8877, -452.4582, -227.9404, -220.3721, -215.6418, -220.8298, -230.5344, -215.062, -243.3823, -234.6238, -209.1721, -221.0434, -239.2624, -228.032, -222.1421, -212.468, -237.6145, -223.6069, -234.8984, -241.0935, -239.8423, -238.1028, -208.2566, -234.3491, -180.2414, -242.9856, 
